,Date,Open,High,Low,Close,Volume,Year,M_num,M_nm,D_num,D_nm,Wk,P_intra,P_day,P_Vol,Ex_trd,PEx_trd
1229,1954-12-01,33.9900016784668,33.9900016784668,33.9900016784668,33.9900016784668,3100000,1954,12,December,2,Wednesday,48,0.0,0.0,-9.883720930232558,-0.25,-0.7301401511239486
1230,1954-12-02,34.18000030517578,34.18000030517578,34.18000030517578,34.18000030517578,3190000,1954,12,December,3,Thursday,48,0.0,0.0,2.903225806451613,0.18999862670898438,0.5589838697458832
1231,1954-12-03,34.4900016784668,34.4900016784668,34.4900016784668,34.4900016784668,3790000,1954,12,December,4,Friday,48,0.0,0.0,18.808777429467085,0.3100013732910156,0.9069671460596007
1232,1954-12-06,34.7599983215332,34.7599983215332,34.7599983215332,34.7599983215332,3960000,1954,12,December,0,Monday,49,0.0,0.0,4.485488126649076,0.26999664306640625,0.7828258333631039
1233,1954-12-07,34.91999816894531,34.91999816894531,34.91999816894531,34.91999816894531,3820000,1954,12,December,1,Tuesday,49,0.0,0.0,-3.535353535353535,0.15999984741210938,0.46029877772747846
1234,1954-12-08,34.86000061035156,34.86000061035156,34.86000061035156,34.86000061035156,4150000,1954,12,December,2,Wednesday,49,0.0,0.0,8.638743455497382,-0.05999755859375,-0.17181432342429617
1235,1954-12-09,34.689998626708984,34.689998626708984,34.689998626708984,34.689998626708984,3300000,1954,12,December,3,Thursday,49,0.0,0.0,-20.481927710843372,-0.17000198364257812,-0.48767062726928523
1236,1954-12-10,34.560001373291016,34.560001373291016,34.560001373291016,34.560001373291016,3250000,1954,12,December,4,Friday,49,0.0,0.0,-1.5151515151515151,-0.12999725341796875,-0.3747398632581079
1237,1954-12-13,34.59000015258789,34.59000015258789,34.59000015258789,34.59000015258789,2750000,1954,12,December,0,Monday,50,0.0,0.0,-15.384615384615385,0.029998779296875,0.08680201997925538
1238,1954-12-14,34.349998474121094,34.349998474121094,34.349998474121094,34.349998474121094,2650000,1954,12,December,1,Tuesday,50,0.0,0.0,-3.6363636363636362,-0.24000167846679688,-0.6938470003124324
1239,1954-12-15,34.560001373291016,34.560001373291016,34.560001373291016,34.560001373291016,2740000,1954,12,December,2,Wednesday,50,0.0,0.0,3.3962264150943398,0.21000289916992188,0.6113621790351336
1240,1954-12-16,34.93000030517578,34.93000030517578,34.93000030517578,34.93000030517578,3390000,1954,12,December,3,Thursday,50,0.0,0.0,23.722627737226276,0.3699989318847656,1.0705987186988704
1241,1954-12-17,35.91999816894531,35.91999816894531,35.91999816894531,35.91999816894531,3730000,1954,12,December,4,Friday,50,0.0,0.0,10.029498525073747,0.9899978637695312,2.834233767879004
1242,1954-12-20,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,3770000,1954,12,December,0,Monday,51,0.0,0.0,1.0723860589812333,-0.589996337890625,-1.6425288640485154
1243,1954-12-21,35.380001068115234,35.380001068115234,35.380001068115234,35.380001068115234,3630000,1954,12,December,1,Tuesday,51,0.0,0.0,-3.7135278514588856,0.049999237060546875,0.14152061836746946
1244,1954-12-22,35.34000015258789,35.34000015258789,35.34000015258789,35.34000015258789,3460000,1954,12,December,2,Wednesday,51,0.0,0.0,-4.683195592286501,-0.04000091552734375,-0.1130608092699944
1245,1954-12-23,35.369998931884766,35.369998931884766,35.369998931884766,35.369998931884766,3310000,1954,12,December,3,Thursday,51,0.0,0.0,-4.335260115606936,0.029998779296875,0.08488618892854827
1246,1954-12-27,35.06999969482422,35.06999969482422,35.06999969482422,35.06999969482422,2970000,1954,12,December,0,Monday,52,0.0,0.0,-10.27190332326284,-0.2999992370605469,-0.8481742892847772
1247,1954-12-28,35.43000030517578,35.43000030517578,35.43000030517578,35.43000030517578,3660000,1954,12,December,1,Tuesday,52,0.0,0.0,23.232323232323232,0.3600006103515625,1.0265201411013782
1248,1954-12-29,35.7400016784668,35.7400016784668,35.7400016784668,35.7400016784668,4430000,1954,12,December,2,Wednesday,52,0.0,0.0,21.03825136612022,0.3100013732910156,0.8749685876963685
1249,1954-12-30,35.7400016784668,35.7400016784668,35.7400016784668,35.7400016784668,3590000,1954,12,December,3,Thursday,52,0.0,0.0,-18.961625282167045,,
1250,1954-12-31,35.97999954223633,35.97999954223633,35.97999954223633,35.97999954223633,3840000,1954,12,December,4,Friday,52,0.0,0.0,6.963788300835655,0.23999786376953125,0.6715104994360674
1251,1955-01-03,36.75,36.75,36.75,36.75,4570000,1955,1,January,0,Monday,1,0.0,0.0,19.010416666666664,0.7700004577636719,2.1400791205118863
1252,1955-01-04,36.41999816894531,36.41999816894531,36.41999816894531,36.41999816894531,4420000,1955,1,January,1,Tuesday,1,0.0,0.0,-3.282275711159737,-0.3300018310546875,-0.8979641661352041
1253,1955-01-05,35.52000045776367,35.52000045776367,35.52000045776367,35.52000045776367,4640000,1955,1,January,2,Wednesday,1,0.0,0.0,4.97737556561086,-0.8999977111816406,-2.4711635267160794
1254,1955-01-06,35.040000915527344,35.040000915527344,35.040000915527344,35.040000915527344,5300000,1955,1,January,3,Thursday,1,0.0,0.0,14.224137931034484,-0.4799995422363281,-1.3513500451867637
1255,1955-01-07,35.33000183105469,35.33000183105469,35.33000183105469,35.33000183105469,4030000,1955,1,January,4,Friday,1,0.0,0.0,-23.962264150943398,0.29000091552734375,0.8276281619582808
1256,1955-01-10,35.790000915527344,35.790000915527344,35.790000915527344,35.790000915527344,4300000,1955,1,January,0,Monday,2,0.0,0.0,6.699751861042183,0.45999908447265625,1.3020069647104349
1257,1955-01-11,35.68000030517578,35.68000030517578,35.68000030517578,35.68000030517578,3680000,1955,1,January,1,Tuesday,2,0.0,0.0,-14.418604651162791,-0.1100006103515625,-0.3073501188535572
1258,1955-01-12,35.58000183105469,35.58000183105469,35.58000183105469,35.58000183105469,3400000,1955,1,January,2,Wednesday,2,0.0,0.0,-7.608695652173914,-0.09999847412109375,-0.280264779332381
1259,1955-01-13,35.43000030517578,35.43000030517578,35.43000030517578,35.43000030517578,3350000,1955,1,January,3,Thursday,2,0.0,0.0,-1.4705882352941175,-0.15000152587890625,-0.4215894270921115
1260,1955-01-14,35.279998779296875,35.279998779296875,35.279998779296875,35.279998779296875,2630000,1955,1,January,4,Friday,2,0.0,0.0,-21.492537313432834,-0.15000152587890625,-0.42337432849808165
1261,1955-01-17,34.58000183105469,34.58000183105469,34.58000183105469,34.58000183105469,3360000,1955,1,January,0,Monday,3,0.0,0.0,27.756653992395435,-0.6999969482421875,-1.9841184026711534
1262,1955-01-18,34.79999923706055,34.79999923706055,34.79999923706055,34.79999923706055,3020000,1955,1,January,1,Tuesday,3,0.0,0.0,-10.119047619047619,0.21999740600585938,0.6361983642473088
1263,1955-01-19,34.959999084472656,34.959999084472656,34.959999084472656,34.959999084472656,2760000,1955,1,January,2,Wednesday,3,0.0,0.0,-8.609271523178808,0.15999984741210938,0.45976968655136125
1264,1955-01-20,35.130001068115234,35.130001068115234,35.130001068115234,35.130001068115234,2210000,1955,1,January,3,Thursday,3,0.0,0.0,-19.92753623188406,0.17000198364257812,0.48627570965264655
1265,1955-01-21,35.439998626708984,35.439998626708984,35.439998626708984,35.439998626708984,2690000,1955,1,January,4,Friday,3,0.0,0.0,21.71945701357466,0.30999755859375,0.8824296873566297
1266,1955-01-24,35.52000045776367,35.52000045776367,35.52000045776367,35.52000045776367,2910000,1955,1,January,0,Monday,4,0.0,0.0,8.178438661710038,0.0800018310546875,0.2257388096916995
1267,1955-01-25,35.5099983215332,35.5099983215332,35.5099983215332,35.5099983215332,3230000,1955,1,January,1,Tuesday,4,0.0,0.0,10.996563573883162,-0.01000213623046875,-0.028159166952607867
1268,1955-01-26,35.95000076293945,35.95000076293945,35.95000076293945,35.95000076293945,3860000,1955,1,January,2,Wednesday,4,0.0,0.0,19.5046439628483,0.44000244140625,1.239094514795945
1269,1955-01-27,35.9900016784668,35.9900016784668,35.9900016784668,35.9900016784668,3500000,1955,1,January,3,Thursday,4,0.0,0.0,-9.32642487046632,0.04000091552734375,0.11126819103876168
1270,1955-01-28,36.189998626708984,36.189998626708984,36.189998626708984,36.189998626708984,3290000,1955,1,January,4,Friday,4,0.0,0.0,-6.0,0.1999969482421875,0.5557014140453564
1271,1955-01-31,36.630001068115234,36.630001068115234,36.630001068115234,36.630001068115234,3500000,1955,1,January,0,Monday,5,0.0,0.0,6.382978723404255,0.44000244140625,1.2158122633403994
1272,1955-02-01,36.720001220703125,36.720001220703125,36.720001220703125,36.720001220703125,3320000,1955,2,February,1,Tuesday,5,0.0,0.0,-5.142857142857142,0.09000015258789062,0.245700655101077
1273,1955-02-02,36.61000061035156,36.61000061035156,36.61000061035156,36.61000061035156,3210000,1955,2,February,2,Wednesday,5,0.0,0.0,-3.313253012048193,-0.1100006103515625,-0.2995659223713288
1274,1955-02-03,36.439998626708984,36.439998626708984,36.439998626708984,36.439998626708984,2890000,1955,2,February,3,Thursday,5,0.0,0.0,-9.968847352024921,-0.17000198364257812,-0.46435941220528054
1275,1955-02-04,36.959999084472656,36.959999084472656,36.959999084472656,36.959999084472656,3370000,1955,2,February,4,Friday,5,0.0,0.0,16.608996539792386,0.5200004577636719,1.4270046030751862
1276,1955-02-07,36.959999084472656,36.959999084472656,36.959999084472656,36.959999084472656,3610000,1955,2,February,0,Monday,6,0.0,0.0,7.121661721068249,,
1277,1955-02-08,36.459999084472656,36.459999084472656,36.459999084472656,36.459999084472656,3400000,1955,2,February,1,Tuesday,6,0.0,0.0,-5.8171745152354575,-0.5,-1.352813886324083
1278,1955-02-09,36.75,36.75,36.75,36.75,3360000,1955,2,February,2,Wednesday,6,0.0,0.0,-1.1764705882352942,0.29000091552734375,0.79539474166045
1279,1955-02-10,37.08000183105469,37.08000183105469,37.08000183105469,37.08000183105469,3460000,1955,2,February,3,Thursday,6,0.0,0.0,2.976190476190476,0.3300018310546875,0.8979641661352041
1280,1955-02-11,37.150001525878906,37.150001525878906,37.150001525878906,37.150001525878906,3260000,1955,2,February,4,Friday,6,0.0,0.0,-5.780346820809249,0.06999969482421875,0.18878018168163535
1281,1955-02-14,36.88999938964844,36.88999938964844,36.88999938964844,36.88999938964844,2950000,1955,2,February,0,Monday,7,0.0,0.0,-9.509202453987731,-0.26000213623046875,-0.6998711320357545
1282,1955-02-15,36.88999938964844,36.88999938964844,36.88999938964844,36.88999938964844,3510000,1955,2,February,1,Tuesday,7,0.0,0.0,18.983050847457626,,
1283,1955-02-16,36.77000045776367,36.77000045776367,36.77000045776367,36.77000045776367,3660000,1955,2,February,2,Wednesday,7,0.0,0.0,4.273504273504273,-0.11999893188476562,-0.3252885168613965
1284,1955-02-17,36.84000015258789,36.84000015258789,36.84000015258789,36.84000015258789,3030000,1955,2,February,3,Thursday,7,0.0,0.0,-17.21311475409836,0.06999969482421875,0.19037175401894485
1285,1955-02-18,36.88999938964844,36.88999938964844,36.88999938964844,36.88999938964844,3660000,1955,2,February,4,Friday,7,0.0,0.0,20.792079207920793,0.049999237060546875,0.1357199697433622
1286,1955-02-21,36.849998474121094,36.849998474121094,36.849998474121094,36.849998474121094,3010000,1955,2,February,0,Monday,8,0.0,0.0,-17.759562841530055,-0.04000091552734375,-0.10843295253230135
1287,1955-02-23,36.81999969482422,36.81999969482422,36.81999969482422,36.81999969482422,3030000,1955,2,February,2,Wednesday,8,0.0,0.0,0.6644518272425249,-0.029998779296875,-0.08140781693096256
1288,1955-02-24,36.619998931884766,36.619998931884766,36.619998931884766,36.619998931884766,2920000,1955,2,February,3,Thursday,8,0.0,0.0,-3.6303630363036308,-0.20000076293945312,-0.5431851292697517
1289,1955-02-25,36.56999969482422,36.56999969482422,36.56999969482422,36.56999969482422,2540000,1955,2,February,4,Friday,8,0.0,0.0,-13.013698630136986,-0.049999237060546875,-0.13653533183752473
1290,1955-02-28,36.7599983215332,36.7599983215332,36.7599983215332,36.7599983215332,2620000,1955,2,February,0,Monday,9,0.0,0.0,3.149606299212598,0.18999862670898438,0.51954779407853
1291,1955-03-01,36.83000183105469,36.83000183105469,36.83000183105469,36.83000183105469,2830000,1955,3,March,1,Tuesday,9,0.0,0.0,8.015267175572518,0.07000350952148438,0.19043393013562204
1292,1955-03-02,37.150001525878906,37.150001525878906,37.150001525878906,37.150001525878906,3370000,1955,3,March,2,Wednesday,9,0.0,0.0,19.081272084805654,0.31999969482421875,0.8688560383247069
1293,1955-03-03,37.290000915527344,37.290000915527344,37.290000915527344,37.290000915527344,3330000,1955,3,March,3,Thursday,9,0.0,0.0,-1.1869436201780417,0.1399993896484375,0.3768489472360132
1294,1955-03-04,37.52000045776367,37.52000045776367,37.52000045776367,37.52000045776367,2770000,1955,3,March,4,Friday,9,0.0,0.0,-16.816816816816818,0.22999954223632812,0.6167860997304444
1295,1955-03-07,37.279998779296875,37.279998779296875,37.279998779296875,37.279998779296875,2630000,1955,3,March,0,Monday,10,0.0,0.0,-5.054151624548736,-0.24000167846679688,-0.6396633143354228
1296,1955-03-08,36.58000183105469,36.58000183105469,36.58000183105469,36.58000183105469,3160000,1955,3,March,1,Tuesday,10,0.0,0.0,20.15209125475285,-0.6999969482421875,-1.8776742788707514
1297,1955-03-09,36.220001220703125,36.220001220703125,36.220001220703125,36.220001220703125,3590000,1955,3,March,2,Wednesday,10,0.0,0.0,13.60759493670886,-0.3600006103515625,-0.984145960446451
1298,1955-03-10,36.45000076293945,36.45000076293945,36.45000076293945,36.45000076293945,2760000,1955,3,March,3,Thursday,10,0.0,0.0,-23.119777158774372,0.22999954223632812,0.6350069974731581
1299,1955-03-11,35.81999969482422,35.81999969482422,35.81999969482422,35.81999969482422,3040000,1955,3,March,4,Friday,10,0.0,0.0,10.144927536231885,-0.6300010681152344,-1.7283979559083797
1300,1955-03-14,34.959999084472656,34.959999084472656,34.959999084472656,34.959999084472656,4220000,1955,3,March,0,Monday,11,0.0,0.0,38.81578947368421,-0.8600006103515625,-2.40089508006285
1301,1955-03-15,35.709999084472656,35.709999084472656,35.709999084472656,35.709999084472656,3160000,1955,3,March,1,Tuesday,11,0.0,0.0,-25.118483412322274,0.75,2.145308980666162
1302,1955-03-16,35.97999954223633,35.97999954223633,35.97999954223633,35.97999954223633,2900000,1955,3,March,2,Wednesday,11,0.0,0.0,-8.227848101265822,0.2700004577636719,0.756092032164383
1303,1955-03-17,36.119998931884766,36.119998931884766,36.119998931884766,36.119998931884766,2200000,1955,3,March,3,Thursday,11,0.0,0.0,-24.137931034482758,0.1399993896484375,0.38910336695278314
1304,1955-03-18,36.18000030517578,36.18000030517578,36.18000030517578,36.18000030517578,2050000,1955,3,March,4,Friday,11,0.0,0.0,-6.8181818181818175,0.060001373291015625,0.16611676374677212
1305,1955-03-21,35.95000076293945,35.95000076293945,35.95000076293945,35.95000076293945,2020000,1955,3,March,0,Monday,12,0.0,0.0,-1.4634146341463417,-0.22999954223632812,-0.6357090666011553
1306,1955-03-22,36.16999816894531,36.16999816894531,36.16999816894531,36.16999816894531,1910000,1955,3,March,1,Tuesday,12,0.0,0.0,-5.445544554455446,0.21999740600585938,0.6119538284757223
1307,1955-03-23,36.63999938964844,36.63999938964844,36.63999938964844,36.63999938964844,2730000,1955,3,March,2,Wednesday,12,0.0,0.0,42.93193717277487,0.470001220703125,1.2994228490358528
1308,1955-03-24,36.93000030517578,36.93000030517578,36.93000030517578,36.93000030517578,3170000,1955,3,March,3,Thursday,12,0.0,0.0,16.117216117216117,0.29000091552734375,0.7914872280518517
1309,1955-03-25,36.959999084472656,36.959999084472656,36.959999084472656,36.959999084472656,2540000,1955,3,March,4,Friday,12,0.0,0.0,-19.873817034700316,0.029998779296875,0.0812314623584518
1310,1955-03-28,36.83000183105469,36.83000183105469,36.83000183105469,36.83000183105469,2540000,1955,3,March,0,Monday,13,0.0,0.0,0.0,-0.12999725341796875,-0.3517241792156379
1311,1955-03-29,36.849998474121094,36.849998474121094,36.849998474121094,36.849998474121094,2770000,1955,3,March,1,Tuesday,13,0.0,0.0,9.05511811023622,0.01999664306640625,0.05429443951193422
1312,1955-03-30,36.52000045776367,36.52000045776367,36.52000045776367,36.52000045776367,3410000,1955,3,March,2,Wednesday,13,0.0,0.0,23.104693140794225,-0.3299980163574219,-0.8955170421219201
1313,1955-03-31,36.58000183105469,36.58000183105469,36.58000183105469,36.58000183105469,2680000,1955,3,March,3,Thursday,13,0.0,0.0,-21.407624633431084,0.060001373291015625,0.1642972961087686
1314,1955-04-01,36.95000076293945,36.95000076293945,36.95000076293945,36.95000076293945,2660000,1955,4,April,4,Friday,13,0.0,0.0,-0.7462686567164178,0.3699989318847656,1.0114787134063348
1315,1955-04-04,36.83000183105469,36.83000183105469,36.83000183105469,36.83000183105469,2500000,1955,4,April,0,Monday,14,0.0,0.0,-6.015037593984962,-0.11999893188476562,-0.3247602960948341
1316,1955-04-05,36.97999954223633,36.97999954223633,36.97999954223633,36.97999954223633,2100000,1955,4,April,1,Tuesday,14,0.0,0.0,-16.0,0.14999771118164062,0.40727044182540345
1317,1955-04-06,37.16999816894531,37.16999816894531,37.16999816894531,37.16999816894531,2500000,1955,4,April,2,Wednesday,14,0.0,0.0,19.047619047619047,0.18999862670898438,0.5137875312626204
1318,1955-04-07,37.34000015258789,37.34000015258789,37.34000015258789,37.34000015258789,2330000,1955,4,April,3,Thursday,14,0.0,0.0,-6.800000000000001,0.17000198364257812,0.45736344368348913
1319,1955-04-11,37.439998626708984,37.439998626708984,37.439998626708984,37.439998626708984,2680000,1955,4,April,0,Monday,15,0.0,0.0,15.021459227467812,0.09999847412109375,0.26780523222403696
1320,1955-04-12,37.65999984741211,37.65999984741211,37.65999984741211,37.65999984741211,2770000,1955,4,April,1,Tuesday,15,0.0,0.0,3.3582089552238807,0.220001220703125,0.5876101195852617
1321,1955-04-13,37.709999084472656,37.709999084472656,37.709999084472656,37.709999084472656,2820000,1955,4,April,2,Wednesday,15,0.0,0.0,1.8050541516245486,0.049999237060546875,0.1327648360677906
1322,1955-04-14,37.790000915527344,37.790000915527344,37.790000915527344,37.790000915527344,2890000,1955,4,April,3,Thursday,15,0.0,0.0,2.4822695035460995,0.0800018310546875,0.21215018031551422
1323,1955-04-15,37.959999084472656,37.959999084472656,37.959999084472656,37.959999084472656,3180000,1955,4,April,4,Friday,15,0.0,0.0,10.034602076124568,0.1699981689453125,0.4498496026113161
1324,1955-04-18,38.27000045776367,38.27000045776367,38.27000045776367,38.27000045776367,3080000,1955,4,April,0,Monday,16,0.0,0.0,-3.1446540880503147,0.3100013732910156,0.8166527417484056
1325,1955-04-19,38.220001220703125,38.220001220703125,38.220001220703125,38.220001220703125,2700000,1955,4,April,1,Tuesday,16,0.0,0.0,-12.337662337662337,-0.049999237060546875,-0.13064864505483367
1326,1955-04-20,38.279998779296875,38.279998779296875,38.279998779296875,38.279998779296875,3090000,1955,4,April,2,Wednesday,16,0.0,0.0,14.444444444444443,0.05999755859375,0.15697947848638566
1327,1955-04-21,38.31999969482422,38.31999969482422,38.31999969482422,38.31999969482422,2810000,1955,4,April,3,Thursday,16,0.0,0.0,-9.06148867313916,0.04000091552734375,0.10449560293345048
1328,1955-04-22,38.0099983215332,38.0099983215332,38.0099983215332,38.0099983215332,2800000,1955,4,April,4,Friday,16,0.0,0.0,-0.3558718861209964,-0.3100013732910156,-0.8089806256780494
1329,1955-04-25,38.11000061035156,38.11000061035156,38.11000061035156,38.11000061035156,2720000,1955,4,April,0,Monday,17,0.0,0.0,-2.857142857142857,0.10000228881835938,0.2630946941181701
1330,1955-04-26,38.310001373291016,38.310001373291016,38.310001373291016,38.310001373291016,2720000,1955,4,April,1,Tuesday,17,0.0,0.0,0.0,0.20000076293945312,0.5247986348368839
1331,1955-04-27,38.11000061035156,38.11000061035156,38.11000061035156,38.11000061035156,2660000,1955,4,April,2,Wednesday,17,0.0,0.0,-2.2058823529411766,-0.20000076293945312,-0.5220588769774613
1332,1955-04-28,37.68000030517578,37.68000030517578,37.68000030517578,37.68000030517578,2550000,1955,4,April,3,Thursday,17,0.0,0.0,-4.135338345864661,-0.43000030517578125,-1.1283135615038096
1333,1955-04-29,37.959999084472656,37.959999084472656,37.959999084472656,37.959999084472656,2230000,1955,4,April,4,Friday,17,0.0,0.0,-12.549019607843137,0.279998779296875,0.7430965420093533
1334,1955-05-02,38.040000915527344,38.040000915527344,38.040000915527344,38.040000915527344,2220000,1955,5,May,0,Monday,18,0.0,0.0,-0.4484304932735426,0.0800018310546875,0.21075298467910616
1335,1955-05-03,37.70000076293945,37.70000076293945,37.70000076293945,37.70000076293945,2630000,1955,5,May,1,Tuesday,18,0.0,0.0,18.46846846846847,-0.3400001525878906,-0.8937963838195068
1336,1955-05-04,37.63999938964844,37.63999938964844,37.63999938964844,37.63999938964844,2220000,1955,5,May,2,Wednesday,18,0.0,0.0,-15.5893536121673,-0.060001373291015625,-0.15915483309485573
1337,1955-05-05,37.81999969482422,37.81999969482422,37.81999969482422,37.81999969482422,2270000,1955,5,May,3,Thursday,18,0.0,0.0,2.2522522522522523,0.18000030517578125,0.47821548377942863
1338,1955-05-06,37.88999938964844,37.88999938964844,37.88999938964844,37.88999938964844,2250000,1955,5,May,4,Friday,18,0.0,0.0,-0.881057268722467,0.06999969482421875,0.18508644999750865
1339,1955-05-09,37.93000030517578,37.93000030517578,37.93000030517578,37.93000030517578,2090000,1955,5,May,0,Monday,19,0.0,0.0,-7.111111111111111,0.04000091552734375,0.10557116962707583
1340,1955-05-10,37.849998474121094,37.849998474121094,37.849998474121094,37.849998474121094,2150000,1955,5,May,1,Tuesday,19,0.0,0.0,2.8708133971291865,-0.0800018310546875,-0.21091966889272806
1341,1955-05-11,37.41999816894531,37.41999816894531,37.41999816894531,37.41999816894531,2120000,1955,5,May,2,Wednesday,19,0.0,0.0,-1.3953488372093024,-0.43000030517578125,-1.1360642602661721
1342,1955-05-12,37.20000076293945,37.20000076293945,37.20000076293945,37.20000076293945,2830000,1955,5,May,3,Thursday,19,0.0,0.0,33.490566037735846,-0.21999740600585938,-0.5879139945774616
1343,1955-05-13,37.439998626708984,37.439998626708984,37.439998626708984,37.439998626708984,1860000,1955,5,May,4,Friday,19,0.0,0.0,-34.275618374558306,0.23999786376953125,0.6451555345359816
1344,1955-05-16,37.02000045776367,37.02000045776367,37.02000045776367,37.02000045776367,2160000,1955,5,May,0,Monday,20,0.0,0.0,16.129032258064516,-0.4199981689453125,-1.1217900223043646
1345,1955-05-17,36.970001220703125,36.970001220703125,36.970001220703125,36.970001220703125,1900000,1955,5,May,1,Tuesday,20,0.0,0.0,-12.037037037037036,-0.049999237060546875,-0.1350600660245569
1346,1955-05-18,37.279998779296875,37.279998779296875,37.279998779296875,37.279998779296875,2010000,1955,5,May,2,Wednesday,20,0.0,0.0,5.7894736842105265,0.30999755859375,0.8385110856316444
1347,1955-05-19,37.4900016784668,37.4900016784668,37.4900016784668,37.4900016784668,2380000,1955,5,May,3,Thursday,20,0.0,0.0,18.407960199004975,0.21000289916992188,0.5633125162186035
1348,1955-05-20,37.7400016784668,37.7400016784668,37.7400016784668,37.7400016784668,2240000,1955,5,May,4,Friday,20,0.0,0.0,-5.88235294117647,0.25,0.6668444620091681
1349,1955-05-23,37.47999954223633,37.47999954223633,37.47999954223633,37.47999954223633,1900000,1955,5,May,0,Monday,21,0.0,0.0,-15.178571428571427,-0.26000213623046875,-0.6889298480842871
1350,1955-05-24,37.459999084472656,37.459999084472656,37.459999084472656,37.459999084472656,1650000,1955,5,May,1,Tuesday,21,0.0,0.0,-13.157894736842104,-0.020000457763671875,-0.053363014962508996
1351,1955-05-25,37.599998474121094,37.599998474121094,37.599998474121094,37.599998474121094,2100000,1955,5,May,2,Wednesday,21,0.0,0.0,27.27272727272727,0.1399993896484375,0.37373036057138587
1352,1955-05-26,37.849998474121094,37.849998474121094,37.849998474121094,37.849998474121094,2260000,1955,5,May,3,Thursday,21,0.0,0.0,7.6190476190476195,0.25,0.6648936440039145
1353,1955-05-27,37.93000030517578,37.93000030517578,37.93000030517578,37.93000030517578,2220000,1955,5,May,4,Friday,21,0.0,0.0,-1.7699115044247788,0.0800018310546875,0.2113654802638541
1354,1955-05-31,37.90999984741211,37.90999984741211,37.90999984741211,37.90999984741211,1990000,1955,5,May,1,Tuesday,22,0.0,0.0,-10.36036036036036,-0.020000457763671875,-0.052729917223182016
1355,1955-06-01,37.959999084472656,37.959999084472656,37.959999084472656,37.959999084472656,2510000,1955,6,June,2,Wednesday,22,0.0,0.0,26.13065326633166,0.049999237060546875,0.1318893095800422
1356,1955-06-02,38.0099983215332,38.0099983215332,38.0099983215332,38.0099983215332,2610000,1955,6,June,3,Thursday,22,0.0,0.0,3.9840637450199203,0.049999237060546875,0.1317155907967311
1357,1955-06-03,38.369998931884766,38.369998931884766,38.369998931884766,38.369998931884766,2590000,1955,6,June,4,Friday,22,0.0,0.0,-0.7662835249042145,0.3600006103515625,0.9471208267526207
1358,1955-06-06,39.689998626708984,39.689998626708984,39.689998626708984,39.689998626708984,2560000,1955,6,June,0,Monday,23,0.0,0.0,-1.1583011583011582,1.3199996948242188,3.440186947014281
1359,1955-06-07,39.959999084472656,39.959999084472656,39.959999084472656,39.959999084472656,3230000,1955,6,June,1,Tuesday,23,0.0,0.0,26.171875,0.2700004577636719,0.6802732857289084
1360,1955-06-08,39.220001220703125,39.220001220703125,39.220001220703125,39.220001220703125,3300000,1955,6,June,2,Wednesday,23,0.0,0.0,2.1671826625387,-0.7399978637695312,-1.8518465483575897
1361,1955-06-09,39.0099983215332,39.0099983215332,39.0099983215332,39.0099983215332,2960000,1955,6,June,3,Thursday,23,0.0,0.0,-10.303030303030303,-0.21000289916992188,-0.5354484768834411
1362,1955-06-10,39.25,39.25,39.25,39.25,2470000,1955,6,June,4,Friday,23,0.0,0.0,-16.554054054054053,0.24000167846679688,0.6152311940354991
1363,1955-06-13,39.619998931884766,39.619998931884766,39.619998931884766,39.619998931884766,2770000,1955,6,June,0,Monday,24,0.0,0.0,12.145748987854251,0.3699989318847656,0.9426724379229697
1364,1955-06-14,39.66999816894531,39.66999816894531,39.66999816894531,39.66999816894531,2860000,1955,6,June,1,Tuesday,24,0.0,0.0,3.2490974729241873,0.049999237060546875,0.12619696720968174
1365,1955-06-15,39.88999938964844,39.88999938964844,39.88999938964844,39.88999938964844,2650000,1955,6,June,2,Wednesday,24,0.0,0.0,-7.3426573426573425,0.220001220703125,0.554578348519682
1366,1955-06-16,39.959999084472656,39.959999084472656,39.959999084472656,39.959999084472656,2760000,1955,6,June,3,Thursday,24,0.0,0.0,4.150943396226415,0.06999969482421875,0.17548181472869076
1367,1955-06-17,40.099998474121094,40.099998474121094,40.099998474121094,40.099998474121094,2340000,1955,6,June,4,Friday,24,0.0,0.0,-15.217391304347828,0.1399993896484375,0.350348830970913
1368,1955-06-20,40.13999938964844,40.13999938964844,40.13999938964844,40.13999938964844,2490000,1955,6,June,0,Monday,25,0.0,0.0,6.41025641025641,0.04000091552734375,0.09975291034776151
1369,1955-06-21,40.5099983215332,40.5099983215332,40.5099983215332,40.5099983215332,2720000,1955,6,June,1,Tuesday,25,0.0,0.0,9.236947791164658,0.3699989318847656,0.9217711447703294
1370,1955-06-22,40.599998474121094,40.599998474121094,40.599998474121094,40.599998474121094,3010000,1955,6,June,2,Wednesday,25,0.0,0.0,10.661764705882353,0.09000015258789062,0.22216775195483232
1371,1955-06-23,40.75,40.75,40.75,40.75,2900000,1955,6,June,3,Thursday,25,0.0,0.0,-3.6544850498338874,0.15000152587890625,0.36946190028681636
1372,1955-06-24,40.959999084472656,40.959999084472656,40.959999084472656,40.959999084472656,2410000,1955,6,June,4,Friday,25,0.0,0.0,-16.896551724137932,0.20999908447265625,0.5153351766200154
